Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDY15,OUT046,1979.3549310252376
DRH15,OUT049,559.6644239175096
FDD04,OUT027,3295.828699517542
FDC03,OUT010,753.287624911186
DRJ51,OUT018,5259.2095520272815
FDT14,OUT017,2735.819847301471
FDZ50,OUT045,2930.565633528845
FDA26,OUT010,694.0261203959192
FDT26,OUT013,2412.501440464952
FDI15,OUT045,6232.801712208182
FDZ14,OUT045,2143.2962661948714
FDT14,OUT010,301.2305380766279
DRJ51,OUT027,7128.983042893649
FDU38,OUT049,5103.53165503207
DRD27,OUT027,1941.8303569110876
FDW38,OUT045,681.2746541083245
FDZ15,OUT019,611.6995044806349
FDZ03,OUT027,5118.9190824214265
FDW14,OUT049,1886.9366952008118
DRJ51,OUT046,2743.7714231151203
DRC27,OUT027,6329.520228802375
FDC15,OUT046,1543.1350087434434
FDD52,OUT017,553.3446845679423
DRG39,OUT017,777.558472765423
FDS14,OUT046,2314.8294503412308
FDY26,OUT013,5423.771220469237
FDB04,OUT049,875.2161329752646
FDS02,OUT013,1334.6085709818549
FDW38,OUT049,1507.1771543569798
FDE40,OUT013,867.8485184374038
FDY14,OUT017,3795.21249598069
FDF40,OUT013,2533.6615788004065
FDU02,OUT018,4605.355880762452
DRI51,OUT046,2902.8354876641506
DRE15,OUT035,1231.7432498543549
FDQ14,OUT046,2621.4310827352206
FDJ03,OUT017,659.0897315862903
FDC16,OUT013,1178.247943588633
FDA51,OUT035,2305.4480673800963
FDC15,OUT045,1984.3571262201617
FDZ03,OUT013,2634.2352426762445
FDD03,OUT049,2363.553607439215
FDX38,OUT017,847.6665864595184
FDB52,OUT017,3609.8661070881753
FDZ50,OUT013,3108.858595137412
FDR26,OUT049,2158.9985838923935
FDM39,OUT046,2575.2992900344925
FDT26,OUT017,2272.5523274420875
FDU26,OUT013,2573.740919700068
DRI39,OUT046,752.414650919942
FDW14,OUT013,319.2607162162342
FDD03,OUT027,6606.62619468258
FDY26,OUT017,4074.1458744702086
FDI27,OUT013,434.5032857382362
FDY14,OUT045,5467.61571625917
FDZ26,OUT019,1358.5326895989342
FDD40,OUT018,2818.9041010467618
DRH39,OUT045,2016.2297666865857
DRE15,OUT010,247.3454344558736
DRF51,OUT017,482.479315618868
FDP26,OUT049,-172.8327514037062
DRG27,OUT035,703.2113876729977
FDV14,OUT046,1228.4045082030962
FDF39,OUT010,799.0175103760807
FDE51,OUT045,776.4891922900672
FDZ02,OUT049,1293.4364440610202
FDW14,OUT045,1740.8465635534728
FDY38,OUT018,4145.281358776824
FDA50,OUT018,1701.0479354342929
FDF40,OUT046,2281.5011031194626
FDA38,OUT027,4917.479658397713
FDT02,OUT045,845.8407511852504
DRI03,OUT010,456.6986958459984
FDV50,OUT010,154.92139502619716
FDA27,OUT019,1450.504926663663
FDX50,OUT049,1507.0124474261718
FDM39,OUT017,417.6362252100387
FDQ26,OUT013,562.6170674885177
FDX27,OUT045,1976.9665107331516
FDC04,OUT017,2652.8674188076607
FDW02,OUT049,2515.7117837677492
DRJ39,OUT010,288.0018671410314
FDA14,OUT035,1200.8646986810675
FDD03,OUT045,1386.6796851768909
FDV14,OUT027,2101.601979888412
FDB39,OUT013,93.83221630744447
FDZ14,OUT035,2863.3004066246085
FDA26,OUT045,2110.149061719817
FDP26,OUT027,2699.825899760245
FDD51,OUT010,144.81590897138676
FDB03,OUT017,3901.6256863494445
FDX38,OUT045,712.3198191852769
FDT38,OUT027,1984.2538514386017
DRK39,OUT035,2424.6330745413215
FDC52,OUT035,2564.8268327570595
FDB28,OUT027,6111.2246865493835
FDI27,OUT035,1008.5620412405156
FDS50,OUT018,4557.0293635011585
DRE27,OUT017,2562.3385714458022
FDX26,OUT018,3276.5472614978294
FDB40,OUT046,1891.4315707644973
FDQ14,OUT017,1819.0846226336805
FDB52,OUT046,3841.176713122707
FDT50,OUT017,655.4569448790855
FDU26,OUT045,2100.226509776421
FDY14,OUT010,697.4704406726773
FDF40,OUT045,3786.4083787366917
FDV14,OUT045,1445.5978126907423
DRF51,OUT027,960.1995047196385
FDZ38,OUT045,3879.549293483594
FDF40,OUT018,2635.1580206315725
FDS02,OUT035,3516.507417202105
FDS14,OUT019,546.1960957643703
FDJ03,OUT035,875.7247322261535
FDE39,OUT049,2952.2176857234754
FDM39,OUT019,71.35531719474488
FDE40,OUT046,767.4281916600232
FDV50,OUT045,2685.143924759562
FDW14,OUT027,2751.939235368317
FDY26,OUT045,2640.2026501705227
DRH51,OUT017,707.8405683206038
FDE52,OUT049,1141.0862660881535
FDZ15,OUT018,1604.9095603792969
FDE52,OUT018,636.2350680217219
FDB40,OUT017,2251.998201360326
DRH51,OUT046,1536.3243852375074
FDJ03,OUT049,591.4765004116612
DRH39,OUT035,2137.0421976573793
FDW38,OUT013,686.9520337053509
FDQ26,OUT010,284.6610740498754
FDE39,OUT046,2339.397814741494
FDC51,OUT027,2939.7440869765505
FDZ14,OUT013,789.3845456991085
FDA26,OUT049,3665.418105649833
FDC39,OUT049,2703.979646337557
FDY02,OUT046,3831.7594047284783
DRH51,OUT045,929.2881111797449
DRG03,OUT035,1915.1740130958867
FDZ27,OUT027,1293.3490230475277
DRG51,OUT035,2627.2546975222185
FDI15,OUT018,2742.3564555527073
FDD52,OUT045,1570.1123518903455
FDV14,OUT019,26.369820834102256
FDB27,OUT013,2113.7496057465733
FDB28,OUT049,1449.1421761724628
FDZ26,OUT045,3044.176669124338
FDZ38,OUT035,1872.7716065133004
FDR02,OUT035,1349.0664207930392
DRF51,OUT035,420.0734008563302
FDF39,OUT017,2441.243291238501
FDI15,OUT010,451.78613014072425
FDJ15,OUT045,3461.771707206105
FDJ15,OUT019,808.7923110548109
FDB15,OUT045,5437.367514054068
FDA03,OUT045,2383.7908327820815
DRH03,OUT045,1300.3324107218052
FDC39,OUT027,6133.451977548525
DRE03,OUT027,1171.6076972604765
FDG52,OUT046,921.7417695507548
FDF41,OUT035,5193.374537078886
FDT04,OUT013,366.3884592801917
FDN40,OUT045,2095.5534276836333
FDB53,OUT046,2737.870950615069
FDQ16,OUT027,2788.7740594245806
FDE28,OUT027,5620.927774081381
FDS28,OUT046,866.6374859131477
FDO16,OUT035,2668.5341251078225
FDT28,OUT019,195.68005048893133
FDV04,OUT017,554.8874601727987
FDV40,OUT049,1264.0243260866553
FDG28,OUT035,3778.618602085692
FDZ40,OUT019,-271.7921959105977
FDO16,OUT017,1836.3826051768358
FDT52,OUT027,6836.677943825202
FDW40,OUT013,3596.4608916624584
FDC53,OUT017,3025.447621422244
FDG17,OUT019,764.2418470356743
FDH52,OUT010,198.52537939263266
FDH40,OUT019,261.8143075515086
FDG28,OUT027,6847.19344023024
FDO16,OUT027,1332.2191259454646
FDP52,OUT045,2552.273024596226
FDS52,OUT049,1821.7208415623231
FDC05,OUT045,2357.8127575299727
FDZ40,OUT035,867.5133490607247
FDL04,OUT019,291.5480541870188
FDR16,OUT013,1165.07991301032
FDY04,OUT013,1658.0058258939891
FDK40,OUT017,2592.879911628553
FDN52,OUT049,765.2406033284594
FDI40,OUT027,3058.4863519843193
FDJ40,OUT018,824.2997322456642
FDH52,OUT049,426.11449046460416
FDQ16,OUT018,1673.6861410353724
FDH28,OUT010,161.44914491244845
FDV28,OUT019,114.50283017652305
FDE28,OUT017,1978.8266091358857
FDC28,OUT010,334.5791496832187
FDD28,OUT019,68.13309480528892
FDC53,OUT019,385.40526222700805
FDT04,OUT046,373.89634825794633
FDR16,OUT027,5714.192959792672
FDR40,OUT045,798.7691234803813
FDW04,OUT017,1451.229981464956
FDK52,OUT017,3401.691971626945
FDP16,OUT027,5839.986080265439
FDI04,OUT049,4549.731238027033
FDH05,OUT013,3500.237873405782
FDD41,OUT018,1244.4975764657163
FDP40,OUT018,1996.7745833526042
FDM40,OUT035,1641.8383052824051
FDG05,OUT017,297.13731467467073
FDK28,OUT013,2685.7566295326724
FDI52,OUT027,3005.5216558176394
FDW16,OUT035,1157.8425269601653
FDR28,OUT010,572.1205225052202
FDI53,OUT013,1736.4922224708698
FDM16,OUT049,1462.1637095342173
FDF41,OUT019,805.7361219816937
FDH16,OUT045,1242.4964947863934
FDY16,OUT035,2721.6433987334453
FDF29,OUT045,2349.099024241422
FDC28,OUT049,1495.6624440188625
FDJ41,OUT027,5718.117901174526
FDQ52,OUT045,4622.605591011412
FDQ28,OUT045,3045.406472577827
FDK52,OUT019,396.1603162087729
FDY52,OUT027,1487.171249611278
FDV52,OUT010,4.471190513067768
FDK16,OUT049,1982.2780441802925
FDD17,OUT018,1998.3390641332946
FDS52,OUT013,875.5875569785103
FDU40,OUT027,5489.985678384198
FDU52,OUT046,1175.663099795909
FDI05,OUT018,1216.283521739214
FDH53,OUT049,2709.480135382281
FDA52,OUT046,2504.2215814191436
FDG28,OUT018,4115.3377022947
FDB05,OUT017,5588.636721550509
FDC53,OUT045,1391.4213853869505
FDX28,OUT049,1664.4924782689332
FDU28,OUT035,3408.6508909066715
FDE41,OUT013,1340.160485094426
FDU16,OUT035,617.8807482433813
FDW16,OUT045,1217.3629692388233
FDX28,OUT013,887.7592884598703
FDT28,OUT027,3560.626035963429
FDR28,OUT027,4025.6462042108888
FDY52,OUT035,1756.3491884257858
FDY28,OUT049,4435.697145991728
FDF17,OUT027,5711.273177196033
FDK52,OUT046,3489.611890221505
FDJ28,OUT013,3111.30276092698
FDP40,OUT045,1786.7839540872358
FDU52,OUT013,1303.4495833050908
FDG04,OUT013,3566.8817623053137
FDR52,OUT046,2923.7676018044867
FDE29,OUT035,1928.2460462221
FDC41,OUT018,1077.858819389591
FDG40,OUT049,202.14148168812767
FDK28,OUT035,4922.780239868226
FDA16,OUT049,3705.226151738135
FDA40,OUT045,818.6011419565025
FDK40,OUT035,3921.7800435062713
FDO04,OUT013,667.9420313233893
FDK41,OUT018,624.0087253058873
FDW52,OUT046,4141.454256666796
FDS40,OUT035,507.8299771021191
FDJ53,OUT045,670.4785862752212
FDO28,OUT045,1543.1626156427703
FDF29,OUT017,2628.7673147642395
FDI53,OUT019,508.37679425610463
FDD53,OUT035,699.1278860858199
FDT04,OUT049,238.82637043145837
FDY04,OUT019,526.6146910533771
FDF41,OUT013,5172.052732946095
FDF28,OUT045,2197.6311102074674
FDJ40,OUT017,1281.901763880407
FDX16,OUT049,3343.4301053313534
FDY16,OUT018,2067.151515368662
FDZ28,OUT027,2850.9991708650864
FDR16,OUT010,1007.2202221617854
FDD28,OUT035,1349.6549117908435
FDM28,OUT035,2164.8105905842312
FDF16,OUT018,1825.631744559577
FDB41,OUT013,297.5690188815961
FDJ28,OUT018,2064.9006615194894
FDE04,OUT046,2787.1927895996623
FDN16,OUT027,3104.0550685248854
FDR16,OUT019,849.1915606378575
FDB29,OUT027,1801.2508443645697
FDE17,OUT019,373.38439011254786
FDB05,OUT035,5417.030193056912
FDH16,OUT010,255.0891610991307
FDA40,OUT027,1699.9186040152074
FDF52,OUT046,3353.645390890598
FDQ28,OUT018,1236.2262326811942
FDD29,OUT045,4941.396033088818
FDJ53,OUT013,2341.688817601551
FDQ28,OUT035,2747.17230460074
FDR04,OUT035,1436.0887973141203
FDG40,OUT035,556.6197336023031
FDL04,OUT045,1308.9865630954198
FDO40,OUT045,3339.0089771679513
FDU28,OUT049,2575.7433438427292
FDQ04,OUT027,571.7972804276462
FDD17,OUT027,5345.087288269654
FDO16,OUT013,2441.4957452566055
FDU04,OUT045,854.3463766981022
FDL52,OUT035,905.2963998993899
FDF28,OUT010,624.054428298977
FDA28,OUT019,349.7188119699608
FDE05,OUT018,1303.614880262004
FDJ16,OUT027,1440.275304068297
FDN52,OUT010,303.7360633653402
FDU04,OUT017,2897.5981406496035
FDI41,OUT049,2771.914325867075
FDF41,OUT010,833.683465960605
FDE05,OUT035,3190.3095056689804
FDT52,OUT013,3432.7705654363413
FDX40,OUT027,617.1306103955355
FDI40,OUT013,1902.3953425236168
FDV52,OUT035,-40.47129537708179
FDE53,OUT018,700.7765308883013
FDF17,OUT013,3206.978913926947
FDE28,OUT018,3890.563970075723
FDI53,OUT027,3624.3905568286236
FDR40,OUT046,1289.1392064917345
FDQ28,OUT019,51.93053133770468
FDL16,OUT027,988.4193586098465
FDE29,OUT010,217.77872444813875
FDL28,OUT027,6865.500753411275
FDE17,OUT018,2544.628883724946
FDN40,OUT018,2528.5024169547523
FDL16,OUT010,201.80673860682123
FDJ52,OUT046,1715.6831039885155
FDP52,OUT013,4345.164114385244
FDG28,OUT013,3053.920850697248
FDF17,OUT018,2623.7781322687083
FDM28,OUT027,5254.014902659124
FDN40,OUT049,1627.5713880781013
FDZ16,OUT049,3427.172298355603
FDI16,OUT019,-100.97980956127662
FDW40,OUT017,2374.569697932518
FDC28,OUT018,1041.4060809343387
FDU16,OUT018,1648.7375231999908
FDI05,OUT027,2661.296655355527
FDV16,OUT027,1190.4395741496255
FDM52,OUT027,4008.537264575448
FDW40,OUT049,3450.991755925954
FDQ16,OUT046,1805.4891741113295
FDY16,OUT049,3393.171893671385
FDH52,OUT018,974.1083829166671
FDB53,OUT013,2263.568302662196
FDG05,OUT035,2223.0405011081793
FDU52,OUT017,2169.4116663258055
FDH52,OUT046,1017.4732932437796
FDZ16,OUT045,3868.5072949711493
FDQ04,OUT035,965.310028073645
FDK04,OUT035,1696.3545549337477
FDS04,OUT049,2530.7295822134633
FDQ28,OUT010,343.87666538063286
FDO28,OUT018,946.4138949269136
FDR16,OUT045,5535.61405436215
FDU28,OUT045,1455.7445830028307
FDW40,OUT045,3372.7808765832087
FDW52,OUT018,3576.757744724216
FDM16,OUT035,1853.3880011718961
FDQ04,OUT013,669.4188031393332
FDG04,OUT027,5309.55227402734
FDV40,OUT027,1344.5131819091157
FDD28,OUT045,997.4945945218399
FDV40,OUT018,1333.260036491969
FDP04,OUT013,680.7724953204497
FDM04,OUT019,164.18944218368006
FDL16,OUT045,419.8514972421958
FDT16,OUT010,1008.2782037487474
FDN16,OUT018,1036.131518670578
FDW16,OUT017,323.5031420821322
FDQ52,OUT010,586.505871894585
FDF53,OUT018,2103.5505177516657
FDZ04,OUT035,1878.1685357249996
FDM04,OUT045,892.6433310568884
FDH04,OUT035,1769.6122453695095
FDY40,OUT049,797.119244401686
FDY28,OUT027,6247.2035638346315
FDG52,OUT045,387.6729297042391
FDW04,OUT035,1310.6548718807242
FDG04,OUT049,2141.6114800928
FDX28,OUT017,2533.0780720257294
FDW04,OUT013,1907.5925520738654
FDD53,OUT045,762.1353881717748
FDI28,OUT010,120.99971960953599
FDT52,OUT045,4183.602348364459
FDB05,OUT018,2351.1383617248325
FDM16,OUT013,1705.6516789362763
FDG04,OUT017,2582.1450198711896
FDQ04,OUT017,1128.7077488647192
FDH04,OUT027,2678.891299126207
FDX52,OUT046,2862.363087337175
FDS40,OUT046,344.8341945491004
FDH41,OUT017,3773.4196937283928
FDH04,OUT013,1174.9182849389624
FDA28,OUT045,1912.3124968121808
FDD16,OUT027,2198.2074576230025
FDM40,OUT010,506.1078940001869
FDJ16,OUT013,-57.19037147243694
FDI05,OUT019,36.786427231333846
FDF29,OUT046,3411.001626013269
FDG40,OUT018,304.5199108965271
FDY40,OUT035,406.55658650677174
FDM16,OUT017,1996.0475917298472
FDH41,OUT018,2660.319455516351
FDR16,OUT017,1882.0589529558426
FDF28,OUT019,326.31479898604675
FDN28,OUT045,221.44654204022072
FDA52,OUT010,47.85910288169157
FDP40,OUT027,2974.913520930655
FDJ41,OUT049,4832.143537295571
FDB29,OUT046,2208.9227794529747
FDH40,OUT049,824.527486506885
FDB41,OUT017,657.5884538161233
FDN28,OUT027,3099.506910060205
FDP04,OUT017,1209.9894023623613
FDJ16,OUT045,677.4079427161157
FDA28,OUT013,2940.464706835385
FDL28,OUT045,5003.397859347178
FDT04,OUT019,-42.00664525606635
FDJ28,OUT045,3224.335551594124
FDH52,OUT035,2176.762172131371
FDU16,OUT046,2274.884116279933
FDW28,OUT049,2107.988052378513
FDK16,OUT019,791.9623573277311
FDG40,OUT013,209.55784654679815
FDZ28,OUT019,232.29655527770205
FDV52,OUT019,-495.08774335807516
FDE53,OUT019,291.95151837987555
FDD28,OUT013,-279.29965535310134
FDG53,OUT027,3593.969997839019
FDP04,OUT019,100.70431089194312
FDS04,OUT027,4241.156682018574
FDX28,OUT010,-34.025992268354685
FDB41,OUT027,1161.8334444439565
FDG53,OUT046,2011.116460636245
FDG16,OUT027,5759.152240436539
FDK04,OUT018,633.1146373975675
FDB17,OUT018,981.0790905550584
FDH28,OUT013,550.7622823239321
FDH17,OUT027,3005.510512469099
FDB41,OUT049,1138.766649685935
FDV28,OUT049,244.49833409484472
FDV28,OUT045,486.74137258814403
FDT52,OUT019,658.1723641293531
FDW40,OUT027,4338.545972226356
FDM40,OUT018,1709.3493762977212
FDN52,OUT017,2295.8328572718938
FDE04,OUT017,2139.2756652081034
FDG28,OUT045,4644.547039412445
FDD53,OUT013,1002.9300863748819
FDE05,OUT049,3269.779278384609
FDA52,OUT018,2850.1759186765944
FDT28,OUT018,1511.5162320703319
FDQ04,OUT018,471.38377318687685
FDO04,OUT049,1296.126119673419
FDR40,OUT018,1153.2471516560283
FDG05,OUT013,2059.374362040194
FDN52,OUT013,1837.7840708279057
FDU16,OUT017,600.7708299460692
FDC28,OUT035,987.3683142878427
FDQ16,OUT019,132.4962635924901
FDX16,OUT027,3799.6210849495965
FDM16,OUT027,2080.8145858254034
FDI05,OUT045,1170.7044324305116
FDU52,OUT049,1706.6136781245777
FDE41,OUT027,1588.8902901642557
FDA52,OUT017,2326.040570399249
FDE29,OUT017,1089.0178550323467
FDD17,OUT019,1310.5789169779018
FDB53,OUT018,1584.6431991700088
FDN52,OUT046,944.2585367180249
FDG52,OUT017,1170.1691774709245
FDW04,OUT018,1637.5529983435347
FDU28,OUT010,383.973216888538
FDW16,OUT010,-51.14819193958601
FDG04,OUT046,2489.925697683621
FDM40,OUT027,3854.1357164308884
FDO40,OUT013,2441.7241997156957
FDD05,OUT035,876.4127011529511
FDC17,OUT019,996.9827560004532
FDK52,OUT035,3446.832921013214
FDF28,OUT013,2911.0755606970565
FDO40,OUT035,2274.738173461704
FDP16,OUT045,4835.287272492354
FDE53,OUT049,808.8185350126857
FDI04,OUT017,2861.816555349284
FDB53,OUT019,336.543367116378
FDF29,OUT010,618.5656897434287
FDG41,OUT027,3199.2574208394
FDI40,OUT019,351.5976562049634
FDI04,OUT010,786.4095284727825
FDR52,OUT049,3908.999962862281
FDF53,OUT027,6319.907283280059
FDE53,OUT035,317.0429640193104
FDF28,OUT018,1206.8407931678403
FDL28,OUT017,1800.354060874764
FDK04,OUT049,1203.6192250989839
FDB05,OUT045,7668.4377439808195
FDI16,OUT017,624.9370110238856
FDU04,OUT027,3007.1532016029396
FDU40,OUT049,2649.765270037714
FDQ40,OUT045,2199.086277825915
FDA28,OUT049,1441.2393151503259
FDD16,OUT017,1425.8181488619377
FDD53,OUT046,412.6975245856586
FDT16,OUT017,4321.524830978253
FDR40,OUT035,1813.0619988628011
FDN52,OUT035,1166.0800460174246
FDL16,OUT046,928.2142427335483
FDI41,OUT010,520.2236849023277
FDH04,OUT010,125.57198901951165
FDA16,OUT045,4011.110292298731
FDH16,OUT035,2116.7362062359707
FDZ04,OUT018,1256.7951134778202
FDW16,OUT019,539.7635563115266
FDI53,OUT010,426.40363885896977
FDY40,OUT027,1446.917002262195
FDF53,OUT045,1874.5654451059775
FDR16,OUT046,5701.075954116429
FDG29,OUT018,568.5399532185413
FDZ40,OUT046,1117.9253649392847
FDV04,OUT018,2173.5431742092405
FDC05,OUT019,787.1024198995613
FDU40,OUT019,188.69406903522236
FDF28,OUT035,2611.380852796381
FDJ28,OUT049,3185.4500791538567
FDB17,OUT035,3098.088660909739
FDM40,OUT049,2227.0898534359153
FDI53,OUT046,2672.98288057592
FDG16,OUT035,4100.79833565669
FDD53,OUT018,663.8659080692169
FDL16,OUT035,595.1981756977614
FDY52,OUT018,1102.2163950963086
FDX52,OUT049,3686.148253314084
FDE53,OUT013,916.3740700965666
FDD16,OUT018,662.6242319413361
FDD05,OUT010,103.31314530822237
FDI52,OUT046,1682.5492239366242
FDF17,OUT019,1188.7550752510992
FDP40,OUT017,1513.8247290538297
FDC41,OUT045,983.7259280415637
FDG53,OUT045,1762.523298490805
FDZ40,OUT013,360.74186258769373
FDG28,OUT010,337.72086815005946
FDZ28,OUT013,1783.9992928275442
FDN28,OUT013,777.0244818625122
FDE16,OUT013,3078.779724639254
FDX40,OUT018,623.997460007007
FDX52,OUT027,5259.88621489419
FDQ04,OUT045,975.8269279194047
FDM16,OUT045,1920.3435589482551
FDG05,OUT018,804.5068081129973
FDC05,OUT027,5676.517233642144
FDY04,OUT046,2568.904387769353
FDJ53,OUT010,321.56464469883144
FDN16,OUT019,203.7333269272076
FDM52,OUT013,2885.912784996999
FDH05,OUT017,3389.818071646084
FDE16,OUT035,4988.482807367622
FDF53,OUT017,4716.922091988935
FDX52,OUT013,1410.2599886949963
FDE28,OUT045,4283.852639121887
FDO28,OUT017,2185.9105442639834
FDI16,OUT045,1615.4286443462026
FDH41,OUT049,2134.922850765512
FDZ52,OUT045,2210.211641098928
FDC05,OUT046,4719.759358820967
FDW04,OUT049,2194.4357101133264
FDS16,OUT046,3675.710174381814
FDN40,OUT027,2514.8129554863117
FDL40,OUT017,1335.9318522515728
FDD16,OUT045,1154.414559691329
FDH16,OUT018,1671.8922692749031
FDY52,OUT010,201.5099272377522
FDN52,OUT018,1594.9637568350938
FDD16,OUT013,559.3439767595742
FDG28,OUT049,3581.8651540302
FDC17,OUT045,3645.081391523585
FDC29,OUT045,2019.8025087568049
FDN16,OUT035,1807.1929182037936
FDO04,OUT035,671.8444450479169
FDY40,OUT045,625.8629318295857
FDR40,OUT019,226.42130713424513
FDK16,OUT046,1312.650457636752
FDI28,OUT017,339.04289600290895
FDJ53,OUT019,306.2585798241473
FDE28,OUT046,3968.043708965455
FDF17,OUT035,2423.2195900438724
FDI28,OUT035,647.0491154075098
FDU16,OUT027,1652.1553274588207
FDZ04,OUT027,1413.9626939567438
FDG17,OUT045,7245.343620418016
FDJ52,OUT013,1687.0818260180833
FDH05,OUT010,-85.67162370426195
FDF16,OUT035,1924.6039868377202
FDE41,OUT018,1681.3353437361372
FDH17,OUT018,1445.4543855641143
FDJ41,OUT045,4172.751217118834
FDX28,OUT045,831.5767826092267
FDM52,OUT049,3024.6143526230485
FDO28,OUT046,1975.6945984608903
FDY28,OUT046,3887.4445030033858
FDW40,OUT019,1011.8291143717056
FDE17,OUT027,3595.9145007550674
FDK41,OUT019,-339.47361090939216
FDG29,OUT045,949.4460294352266
FDD28,OUT018,795.7853406188933
FDV40,OUT010,119.7360980537253
FDM40,OUT045,1376.6158769852718
FDC28,OUT013,1405.1768416968412
FDH04,OUT049,446.2058173818532
FDH41,OUT010,563.1127504760079
FDQ04,OUT046,870.3841336923081
FDZ52,OUT010,107.42374290831299
FDL04,OUT018,1245.5607058757319
FDP52,OUT049,4047.641552694642
FDK41,OUT010,69.75393531695659
FDJ04,OUT027,2564.5595706912054
FDC53,OUT049,1828.1616436798295
FDV52,OUT027,852.0089524694938
FDR40,OUT017,1420.338779844641
FDJ04,OUT017,2445.7699453457617
FDA40,OUT010,137.73597151883473
FDI53,OUT045,2118.826171468955
FDK28,OUT045,4104.38989744884
FDU52,OUT010,472.6535956344319
FDM04,OUT027,1053.2909288428168
FDJ40,OUT049,2326.2655448963746
FDT04,OUT027,563.2922150298111
FDV52,OUT013,1370.1735702054207
FDH53,OUT027,1544.7409587532704
FDU28,OUT013,3624.745537745031
FDS28,OUT019,-111.31252463117289
FDG41,OUT045,1917.9064469235764
FDU40,OUT017,3793.062197131734
FDT16,OUT035,3246.198693460821
FDH04,OUT045,710.8530750782882
FDA16,OUT013,4952.340421542609
FDQ28,OUT049,3302.615197139578
FDL40,OUT046,1969.0495535939299
FDC41,OUT035,599.7622318297929
FDC05,OUT013,3202.500091377393
FDL52,OUT045,517.1574001216482
FDH53,OUT045,1045.8632413301627
FDP16,OUT035,4860.810354554261
FDY28,OUT010,721.4051451734683
FDP16,OUT013,2210.330884158921
FDR28,OUT013,1660.3903314205297
FDI40,OUT049,2310.984883984538
FDJ40,OUT045,2326.431459214318
FDG41,OUT013,2114.570827042732
FDK04,OUT013,676.3409409557557
FDY16,OUT017,2831.060506037871
FDH40,OUT035,383.80634712841106
FDG40,OUT019,58.977005253623474
FDG17,OUT046,3690.62956038603
FDG17,OUT035,5075.994769638805
FDJ28,OUT035,4147.2890124936475
FDJ40,OUT046,1254.1771269111955
FDZ40,OUT010,190.91800892157312
FDT16,OUT013,5867.588496925015
FDZ16,OUT018,1866.3432140253574
FDZ28,OUT049,1620.3139362486147
FDZ28,OUT035,2225.6977096342257
FDP52,OUT019,556.3085099700982
FDI05,OUT013,1677.4757471470125
FDX40,OUT049,541.0192645265643
FDA52,OUT019,418.40046683354785
FDF28,OUT049,1281.2386749747732
FDQ52,OUT046,2933.0996002476536
FDL52,OUT049,835.9196154247513
FDW28,OUT017,3325.811977931421
FDL40,OUT049,1999.5168349972514
FDL28,OUT018,3785.0972695445616
FDH52,OUT045,1317.5805318643197
FDE04,OUT027,5923.496151090918
FDR28,OUT045,1633.9792036876906
FDD41,OUT035,1455.49500845086
FDE16,OUT046,4530.518237172706
FDK41,OUT049,477.6839543831172
FDG17,OUT013,1084.6587818127982
FDL28,OUT049,4195.255898173468
FDM28,OUT018,2363.5772354840046
FDN52,OUT045,1604.3339335053377
FDZ16,OUT046,3147.2219472334255
FDV16,OUT045,718.4341004727548
FDW52,OUT045,2163.7187161596703
FDJ41,OUT019,816.5914541311163
FDO04,OUT045,1469.9954543715874
FDI05,OUT035,1817.1442135252928
FDF05,OUT019,883.3838160458008
FDD16,OUT049,2392.1777378021
FDH52,OUT013,778.773576413992
FDK16,OUT017,2468.9174262422052
FDF17,OUT046,3349.032866078217
FDP04,OUT035,1281.3133538552916
FDJ52,OUT027,3146.107442356775
FDX16,OUT017,2617.5195108296675
FDK28,OUT049,4785.762147251524
FDA40,OUT018,1248.216164748712
FDG41,OUT046,2242.7159553785555
FDW52,OUT035,2390.2897553790126
FDX28,OUT046,1530.2536580239228
FDH40,OUT045,1312.6334730062392
FDU52,OUT035,2123.2812343904725
FDN04,OUT049,3170.282659061202
FDI16,OUT049,1098.797543848616
FDU04,OUT013,2342.629933685251
FDI53,OUT018,1339.958813512501
FDT40,OUT049,785.0203669102746
FDG40,OUT045,1026.6086417094555
FDM28,OUT017,2936.702034282306
FDB05,OUT013,1704.7072177521538
FDP28,OUT027,5639.551491582836
FDS40,OUT018,601.7891558823922
FDA16,OUT017,5452.187095949086
FDF04,OUT027,6103.245318357491
FDW16,OUT018,1164.0726625955356
FDG16,OUT018,2921.0501582475526
FDH56,OUT046,1863.0228035127047
FDT44,OUT017,2246.1094389535106
FDQ56,OUT045,2209.765938175898
FDA31,OUT013,3192.074718843467
FDE21,OUT035,2626.0711928056894
FDU31,OUT027,3592.9424923706338
FDY19,OUT010,301.8850968920151
FDS31,OUT017,2183.2381436140067
FDJ20,OUT017,3257.222487116409
FDV44,OUT027,4763.625158014322
FDR07,OUT017,965.6422989592999
FDV56,OUT035,1338.085032146315
FDB33,OUT010,436.2495807417954
FDE21,OUT013,1457.0274946227398
FDJ08,OUT027,6171.045202848266
FDM20,OUT045,3360.9438832434994
FDH08,OUT013,2847.840072136036
FDS20,OUT046,4167.772634795336
FDK44,OUT049,1818.8601641206499
FDH08,OUT018,3622.9166176308727
FDC09,OUT035,1960.17310163368
FDF32,OUT035,3905.7190891010778
FDM44,OUT046,1468.4757161796256
FDQ07,OUT019,-165.27218431795268
FDZ56,OUT046,2685.8421521470877
FDA56,OUT018,1266.5946488422965
